Symbol,Name,Sector,industry,Exchange
AEMD,"Aethlon Medical, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
AEO,"American Eagle Outfitters, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,NYSE
AEP,"American Electric Power Company, Inc.",Public Utilities,Electric Utilities: Central,NYSE
AER,Aercap Holdings N.V.,Technology,Diversified Commercial Services,NYSE
AERI,"Aerie Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
AES,The AES Corporation,Basic Industries,Electric Utilities: Central,NYSE
AETI,"American Electric Technologies, Inc.",Energy,Industrial Machinery/Components,NASDAQ
AEY,"ADDvantage Technologies Group, Inc.",Consumer Services,Office Equipment/Supplies/Services,NASDAQ
AEYE,"AudioEye, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
AEZS,AEterna Zentaris Inc.,Health Care,Major Pharmaceuticals,NASDAQ
AFG,"American Financial Group, Inc.",Finance,Property-Casualty Insurers,NYSE
AFGB,"American Financial Group, Inc.",Finance,Property-Casualty Insurers,NYSE
AFGE,"American Financial Group, Inc.",Finance,Property-Casualty Insurers,NYSE
AFGH,"American Financial Group, Inc.",Finance,Property-Casualty Insurers,NYSE
AFH,"Atlas Financial Holdings, Inc.",Finance,Property-Casualty Insurers,NASDAQ
AFHBL,"Atlas Financial Holdings, Inc.",Finance,Property-Casualty Insurers,NASDAQ
AFI,"Armstrong Flooring, Inc.",Consumer Non-Durables,Plastic Products,NYSE
AFIN,"American Finance Trust, Inc.",Consumer Services,Real Estate Investment Trusts,NASDAQ
AFINP,"American Finance Trust, Inc.",Consumer Services,Real Estate Investment Trusts,NASDAQ
AFL,Aflac Incorporated,Finance,Accident &Health Insurance,NYSE
AFMD,Affimed N.V.,Health Care,Major Pharmaceuticals,NASDAQ
AG,First Majestic Silver Corp.,Basic Industries,Precious Metals,NYSE
AGBAU,AGBA Acquisition Limited,Finance,Business Services,NASDAQ
AGCO,AGCO Corporation,Capital Goods,Industrial Machinery/Components,NYSE
AGE,"AgeX Therapeutics, Inc.",Health Care,Major Pharmaceuticals,AMEX
AGEN,Agenus Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
AGFS,"AgroFresh Solutions, Inc.",Finance,Business Services,NASDAQ
AGFSW,"AgroFresh Solutions, Inc.",Finance,Business Services,NASDAQ
AGI,Alamos Gold Inc.,Basic Industries,Precious Metals,NYSE
AGIO,"Agios Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
AGLE,"Aeglea BioTherapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
AGM,Federal Agricultural Mortgage Corporation,Finance,Finance Companies,NYSE
AGMH,AGM Group Holdings Inc.,Technology,EDP Services,NASDAQ
AGN,Allergan plc.,Health Care,Major Pharmaceuticals,NYSE
AGNC,AGNC Investment Corp.,Consumer Services,Real Estate Investment Trusts,NASDAQ
AGNCB,AGNC Investment Corp.,Consumer Services,Real Estate Investment Trusts,NASDAQ
AGNCM,AGNC Investment Corp.,Consumer Services,Real Estate Investment Trusts,NASDAQ
AGNCN,AGNC Investment Corp.,Consumer Services,Real Estate Investment Trusts,NASDAQ
AGO,Assured Guaranty Ltd.,Finance,Property-Casualty Insurers,NYSE
AGR,"Avangrid, Inc.",Public Utilities,Electric Utilities: Central,NYSE
AGRO,Adecoagro S.A.,Consumer Non-Durables,Farming/Seeds/Milling,NYSE
AGRX,"Agile Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
AGS,"PlayAGS, Inc.",Consumer Durables,Miscellaneous manufacturing industries,NYSE
AGTC,Applied Genetic Technologies Corporation,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
AGX,"Argan, Inc.",Basic Industries,Engineering & Construction,NYSE
AGYS,"Agilysys, Inc.",Technology,EDP Services,NASDAQ
AHC,A.H. Belo Corporation,Consumer Services,Newspapers/Magazines,NYSE
AHH,"Armada Hoffler Properties, Inc.",Finance,Real Estate,NYSE
AHPI,"Allied Healthcare Products, Inc.",Health Care,Industrial Specialties,NASDAQ
AHT,Ashford Hospitality Trust Inc,Consumer Services,Real Estate Investment Trusts,NYSE
AI,Arlington Asset Investment Corp,Consumer Services,Real Estate Investment Trusts,NYSE
AIC,Arlington Asset Investment Corp,Consumer Services,Real Estate Investment Trusts,NYSE
AIG,"American International Group, Inc.",Finance,Property-Casualty Insurers,NYSE
AIHS,Senmiao Technology Limited,Finance,Finance: Consumer Services,NASDAQ
AIMC,Altra Industrial Motion Corp.,Capital Goods,Industrial Machinery/Components,NASDAQ
AIMT,"Aimmune Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
AIN,Albany International Corporation,Basic Industries,Textiles,NYSE
AINC,Ashford Inc.,Consumer Services,Professional Services,AMEX
AIPT,Precision Therapeutics Inc.,Health Care,Industrial Specialties,NASDAQ
AIR,AAR Corp.,Capital Goods,Aerospace,NYSE
AIRG,"Airgain, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
AIRI,Air Industries Group,Capital Goods,Military/Government/Technical,AMEX
AIRT,"Air T, Inc.",Transportation,Air Freight/Delivery Services,NASDAQ
AIT,"Applied Industrial Technologies, Inc.",Consumer Durables,Industrial Specialties,NYSE
AITB,"AIT Therapeutics, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
AIV,Apartment Investment and Management Company,Consumer Services,Real Estate Investment Trusts,NYSE
AIW,Arlington Asset Investment Corp,Consumer Services,Real Estate Investment Trusts,NYSE
AIZ,"Assurant, Inc.",Finance,Accident &Health Insurance,NYSE
AIZP,"Assurant, Inc.",Finance,Accident &Health Insurance,NYSE
AJG,Arthur J. Gallagher & Co.,Finance,Specialty Insurers,NYSE
AJRD,"Aerojet Rocketdyne Holdings, Inc. ",Capital Goods,Military/Government/Technical,NYSE
AJX,Great Ajax Corp.,Consumer Services,Real Estate Investment Trusts,NYSE
AJXA,Great Ajax Corp.,Consumer Services,Real Estate Investment Trusts,NYSE
AKAM,"Akamai Technologies, Inc.",Miscellaneous,Business Services,NASDAQ
AKBA,"Akebia Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
AKCA,"Akcea Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
AKER,Akers Biosciences Inc.,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
AKG,Asanko Gold Inc.,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),AMEX
AKR,Acadia Realty Trust,Consumer Services,Real Estate Investment Trusts,NYSE
AKRX,"Akorn, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
AKS,AK Steel Holding Corporation,Basic Industries,Steel/Iron Ore,NYSE
AKTS,"Akoustis Technologies, Inc.",Public Utilities,Telecommunications Equipment,NASDAQ
AKTX,Akari Therapeutics Plc,Health Care,Major Pharmaceuticals,NASDAQ
AL,Air Lease Corporation,Technology,Diversified Commercial Services,NYSE
ALAC,Alberton Acquisition Corporation,Finance,Business Services,NASDAQ
ALACR,Alberton Acquisition Corporation,Finance,Business Services,NASDAQ
ALACU,Alberton Acquisition Corporation,Finance,Business Services,NASDAQ
ALACW,Alberton Acquisition Corporation,Finance,Business Services,NASDAQ
ALB,Albemarle Corporation,Basic Industries,Major Chemicals,NYSE
ALBO,"Albireo Pharma, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
ALC,Alcon Inc.,Health Care,Ophthalmic Goods,NYSE
ALCO,"Alico, Inc.",Consumer Non-Durables,Farming/Seeds/Milling,NASDAQ
ALDR,"Alder BioPharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
ALDX,"Aldeyra Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
ALE,"Allete, Inc.",Public Utilities,Power Generation,NYSE
ALEC,"Alector, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
ALEX,"Alexander & Baldwin, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
ALG,"Alamo Group, Inc.",Capital Goods,Industrial Machinery/Components,NYSE
ALGN,"Align Technology, Inc.",Health Care,Industrial Specialties,NASDAQ
ALGR,Allegro Merger Corp.,Finance,Business Services,NASDAQ
ALGRR,Allegro Merger Corp.,Finance,Business Services,NASDAQ
ALGRU,Allegro Merger Corp.,Finance,Business Services,NASDAQ
ALGRW,Allegro Merger Corp.,Finance,Business Services,NASDAQ
ALGT,Allegiant Travel Company,Transportation,Air Freight/Delivery Services,NASDAQ
ALIM,"Alimera Sciences, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
ALJJ,"ALJ Regional Holdings, Inc.",Miscellaneous,Business Services,NASDAQ
ALK,"Alaska Air Group, Inc.",Transportation,Air Freight/Delivery Services,NYSE
ALKS,Alkermes plc,Health Care,Major Pharmaceuticals,NASDAQ
ALL,Allstate Corporation (The),Finance,Property-Casualty Insurers,NYSE
ALLE,Allegion plc,Consumer Services,Diversified Commercial Services,NYSE
ALLK,Allakos Inc.,Health Care,Major Pharmaceuticals,NASDAQ
ALLO,"Allogene Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
ALLT,Allot Ltd.,Technology,Computer Communications Equipment,NASDAQ
ALLY,Ally Financial Inc.,Finance,Major Banks,NYSE
ALNA,"Allena Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
ALNY,"Alnylam Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
ALO,Alio Gold Inc.,Basic Industries,Precious Metals,AMEX
ALOT,"AstroNova, Inc.",Technology,Computer peripheral equipment,NASDAQ
ALPN,"Alpine Immune Sciences, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
ALRM,"Alarm.com Holdings, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
ALRN,"Aileron Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
ALSK,"Alaska Communications Systems Group, Inc.",Public Utilities,Telecommunications Equipment,NASDAQ
ALSN,"Allison Transmission Holdings, Inc.",Capital Goods,Auto Parts:O.E.M.,NYSE
ALT,"Altimmune, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
ALTM,Altus Midstream Company,Public Utilities,Natural Gas Distribution,NASDAQ
ALTR,Altair Engineering Inc.,Technology,Computer Software: Prepackaged Software,NASDAQ
ALV,"Autoliv, Inc.",Capital Goods,Auto Parts:O.E.M.,NYSE
ALX,"Alexander&#39;s, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
ALXN,"Alexion Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
ALYA,Alithya Group inc.,Technology,"Computer Software: Programming, Data Processing",NASDAQ
AM,Antero Midstream Corporation,Public Utilities,Natural Gas Distribution,NYSE
AMAG,"AMAG Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
AMAL,Amalgamated Bank,Consumer Non-Durables,Textiles,NASDAQ
AMAT,"Applied Materials, Inc.",Technology,Semiconductors,NASDAQ
AMBA,"Ambarella, Inc.",Technology,Semiconductors,NASDAQ
AMBC,"Ambac Financial Group, Inc.",Finance,Property-Casualty Insurers,NASDAQ
AMBCW,"Ambac Financial Group, Inc.",Finance,Property-Casualty Insurers,NASDAQ
AMBO,Ambow Education Holding Ltd.,Consumer Services,Other Consumer Services,AMEX
AMBR,"Amber Road, Inc.",Technology,Computer Software: Prepackaged Software,NYSE
AMC,"AMC Entertainment Holdings, Inc.",Consumer Services,Movies/Entertainment,NYSE
AMCI,AMCI Acquisition Corp.,Finance,Business Services,NASDAQ
AMCIU,AMCI Acquisition Corp.,Finance,Business Services,NASDAQ
AMCIW,AMCI Acquisition Corp.,Finance,Business Services,NASDAQ
AMCN,AirMedia Group Inc.,Technology,Advertising,NASDAQ
AMCX,AMC Networks Inc.,Consumer Services,Television Services,NASDAQ
AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,NASDAQ
AME,"AMTEK, Inc.",Consumer Durables,Metal Fabrications,NYSE
AMED,Amedisys Inc,Health Care,Medical/Nursing Services,NASDAQ
AMEH,"Apollo Medical Holdings, Inc.",Consumer Services,Professional Services,NASDAQ
AMG,"Affiliated Managers Group, Inc.",Finance,Investment Managers,NYSE
AMGN,Amgen Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
AMH,American Homes 4 Rent,Consumer Services,Real Estate Investment Trusts,NYSE
AMID,"American Midstream Partners, LP",Public Utilities,Natural Gas Distribution,NYSE
AMKR,"Amkor Technology, Inc.",Technology,Semiconductors,NASDAQ
AMN,AMN Healthcare Services Inc,Technology,Professional Services,NYSE
AMNB,"American National Bankshares, Inc.",Finance,Major Banks,NASDAQ
AMOT,"Allied Motion Technologies, Inc.",Capital Goods,Electrical Products,NASDAQ
AMOV,"America Movil, S.A.B. de C.V.",Public Utilities,Telecommunications Equipment,NASDAQ
AMOV,"America Movil, S.A.B. de C.V.",Public Utilities,Telecommunications Equipment,NYSE
AMP,"AMERIPRISE FINANCIAL SERVICES, INC.",Finance,Investment Managers,NYSE
AMPE,"Ampio Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,AMEX
AMPH,"Amphastar Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
AMR,"Alta Mesa Resources, Inc.",Energy,Oil & Gas Production,NASDAQ
AMRB,American River Bankshares,Finance,Major Banks,NASDAQ
AMRC,"Ameresco, Inc.",Basic Industries,Engineering & Construction,NYSE
AMRH,"Ameri Holdings, Inc.",Technology,Semiconductors,NASDAQ
AMRHW,"Ameri Holdings, Inc.",Technology,Semiconductors,NASDAQ
AMRK,"A-Mark Precious Metals, Inc.",Basic Industries,Other Specialty Stores,NASDAQ
AMRN,Amarin Corporation plc,Health Care,Major Pharmaceuticals,NASDAQ
AMRS,"Amyris, Inc.",Basic Industries,Major Chemicals,NASDAQ
AMRWW,"Alta Mesa Resources, Inc.",Energy,Oil & Gas Production,NASDAQ
AMRX,"Amneal Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NYSE
AMS,American Shared Hospital Services,Health Care,Medical Specialities,AMEX
AMSC,American Superconductor Corporation,Consumer Durables,Metal Fabrications,NASDAQ
AMSF,"AMERISAFE, Inc.",Finance,Property-Casualty Insurers,NASDAQ
AMSWA,"American Software, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
AMT,American Tower Corporation (REIT),Consumer Services,Real Estate Investment Trusts,NYSE
AMTB,Mercantil Bank Holding Corporation,Finance,Major Banks,NASDAQ
AMTBB,Mercantil Bank Holding Corporation,Finance,Major Banks,NASDAQ
AMTD,TD Ameritrade Holding Corporation,Finance,Investment Bankers/Brokers/Service,NASDAQ
AMTX,"Aemetis, Inc",Basic Industries,Major Chemicals,NASDAQ
AMWD,American Woodmark Corporation,Basic Industries,Forest Products,NASDAQ
AMX,"America Movil, S.A.B. de C.V.",Public Utilities,Telecommunications Equipment,NYSE
AMZN,"Amazon.com, Inc.",Consumer Services,Catalog/Specialty Distribution,NASDAQ
AN,"AutoNation, Inc.",Consumer Durables,Automotive Aftermarket,NYSE
ANAB,"AnaptysBio, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
ANAT,American National Insurance Company,Finance,Life Insurance,NASDAQ
ANCN,Anchiano Therapeutics Ltd.,Health Care,Major Pharmaceuticals,NASDAQ
ANDA,Andina Acquisition Corp. III,Finance,Business Services,NASDAQ
ANDAR,Andina Acquisition Corp. III,Finance,Business Services,NASDAQ
ANDAU,Andina Acquisition Corp. III,Finance,Business Services,NASDAQ
ANDAW,Andina Acquisition Corp. III,Finance,Business Services,NASDAQ
ANDE,"The Andersons, Inc.",Consumer Services,Farming/Seeds/Milling,NASDAQ
ANDX,Andeavor Logistics LP,Energy,Natural Gas Distribution,NYSE
ANET,"Arista Networks, Inc.",Technology,Computer Communications Equipment,NYSE
ANF,Abercrombie & Fitch Company,Consumer Services,Clothing/Shoe/Accessory Stores,NYSE
ANFI,Amira Nature Foods Ltd,Consumer Non-Durables,Packaged Foods,NYSE
ANGI,ANGI Homeservices Inc.,Consumer Services,Advertising,NASDAQ
ANGO,"AngioDynamics, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
ANH,Anworth Mortgage Asset  Corporation,Consumer Services,Real Estate Investment Trusts,NYSE
ANIK,Anika Therapeutics Inc.,Health Care,Medical/Dental Instruments,NASDAQ
ANIP,"ANI Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
ANIX,"Anixa Biosciences, Inc.",Health Care,Medical Specialities,NASDAQ
ANSS,"ANSYS, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
ANTM,"Anthem, Inc.",Health Care,Medical Specialities,NYSE
ANY,Sphere 3D Corp.,Technology,EDP Services,NASDAQ
AOBC,American Outdoor Brands Corporation,Capital Goods,Ordnance And Accessories,NASDAQ
AON,Aon plc,Finance,Specialty Insurers,NYSE
AOS,A.O Smith Corporation,Consumer Durables,Consumer Electronics/Appliances,NYSE
AOSL,Alpha and Omega Semiconductor Limited,Technology,Semiconductors,NASDAQ
AP,Ampco-Pittsburgh Corporation,Capital Goods,Fluid Controls,NYSE
APA,Apache Corporation,Energy,Oil & Gas Production,NYSE
APAM,Artisan Partners Asset Management Inc.,Finance,Investment Managers,NYSE
APC,Anadarko Petroleum Corporation,Energy,Oil & Gas Production,NYSE
APD,"Air Products and Chemicals, Inc.",Basic Industries,Major Chemicals,NYSE
APDN,Applied DNA Sciences Inc,Consumer Services,Other Consumer Services,NASDAQ
APDNW,Applied DNA Sciences Inc,Consumer Services,Other Consumer Services,NASDAQ
APEI,"American Public Education, Inc.",Consumer Services,Other Consumer Services,NASDAQ
APEN,"Apollo Endosurgery, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
APH,Amphenol Corporation,Capital Goods,Electrical Products,NYSE
APHA,Aphria Inc.,Consumer Durables,Specialty Chemicals,NYSE
APLE,"Apple Hospitality REIT, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
APLS,"Apellis Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
APLT,"Applied Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
APM,Aptorum Group Limited,Health Care,Major Pharmaceuticals,NASDAQ
APO,"Apollo Global Management, LLC",Finance,Investment Managers,NYSE
APOG,"Apogee Enterprises, Inc.",Capital Goods,Auto Parts:O.E.M.,NASDAQ
APOP,Cellect Biotechnology Ltd.,Health Care,Medical/Dental Instruments,NASDAQ
APOPW,Cellect Biotechnology Ltd.,Health Care,Medical/Dental Instruments,NASDAQ
APPF,"AppFolio, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
APPN,Appian Corporation,Technology,Computer Software: Prepackaged Software,NASDAQ
APPS,"Digital Turbine, Inc.",Miscellaneous,Multi-Sector Companies,NASDAQ
APRN,"Blue Apron Holdings, Inc.",Consumer Services,Catalog/Specialty Distribution,NYSE
APT,"Alpha Pro Tech, Ltd.",Health Care,Industrial Specialties,AMEX
APTO,"Aptose Biosciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
APTS,"Preferred Apartment Communities, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
APTV,Aptiv PLC,Capital Goods,Auto Parts:O.E.M.,NYSE
APTX,Aptinyx Inc.,Health Care,Major Pharmaceuticals,NASDAQ
APU,"AmeriGas Partners, L.P.",Consumer Services,Other Specialty Stores,NYSE
APVO,Aptevo Therapeutics Inc.,Health Care,Major Pharmaceuticals,NASDAQ
APWC,Asia Pacific Wire & Cable Corporation Limited,Basic Industries,Telecommunications Equipment,NASDAQ
APY,Apergy Corporation,Technology,Industrial Machinery/Components,NYSE
APYX,Apyx Medical Corporation,Health Care,Medical/Dental Instruments,NASDAQ
AQ,Aquantia Corp.,Technology,Semiconductors,NYSE
AQMS,"Aqua Metals, Inc.",Basic Industries,Metal Fabrications,NASDAQ
AQN,Algonquin Power & Utilities Corp.,Public Utilities,Electric Utilities: Central,NYSE
AQNA,Algonquin Power & Utilities Corp.,Public Utilities,Electric Utilities: Central,NYSE
AQNB,Algonquin Power & Utilities Corp.,Public Utilities,Electric Utilities: Central,NYSE
AQST,"Aquestive Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
AQUA,Evoqua Water Technologies Corp.,Technology,Industrial Machinery/Components,NYSE
AQXP,"Aquinox Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
AR,Antero Resources Corporation,Energy,Oil & Gas Production,NYSE
ARA,"American Renal Associates Holdings, Inc",Health Care,Hospital/Nursing Management,NYSE
ARAV,"Aravive, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
ARAY,Accuray Incorporated,Health Care,Medical/Dental Instruments,NASDAQ
ARC,"ARC Document Solutions, Inc.",Consumer Services,Professional Services,NYSE
ARCB,ArcBest Corporation,Transportation,Trucking Freight/Courier Services,NASDAQ
ARCE,Arco Platform Limited,Consumer Services,Other Consumer Services,NASDAQ
ARCH,"Arch Coal, Inc.",Energy,Coal Mining,NYSE
ARCI,"Appliance Recycling Centers of America, Inc.",Consumer Services,Home Furnishings,NASDAQ
ARCO,Arcos Dorados Holdings Inc.,Consumer Services,Restaurants,NYSE
ARCT,Arcturus Therapeutics Ltd.,Health Care,Major Pharmaceuticals,NASDAQ
ARCW,"ARC Group Worldwide, Inc.",Capital Goods,Metal Fabrications,NASDAQ
ARD,Ardagh Group S.A.,Consumer Durables,Containers/Packaging,NYSE
ARDS,Aridis Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,NASDAQ
ARDX,"Ardelyx, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
ARE,"Alexandria Real Estate Equities, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
AREC,American Resources Corporation,Consumer Services,Other Consumer Services,NASDAQ
ARES,Ares Management Corporation,Finance,Investment Managers,NYSE
AREX,Approach Resources Inc.,Energy,Oil & Gas Production,NASDAQ
ARGD,"Argo Group International Holdings, Ltd.",Finance,Specialty Insurers,NYSE
ARGO,"Argo Group International Holdings, Ltd.",Finance,Specialty Insurers,NYSE
ARGX,argenx SE,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
ARI,Apollo Commercial Real Estate Finance,Consumer Services,Real Estate Investment Trusts,NYSE
ARKR,Ark Restaurants Corp.,Consumer Services,Restaurants,NASDAQ
ARL,"American Realty Investors, Inc.",Finance,Real Estate,NYSE
ARLO,"Arlo Technologies, Inc.",Consumer Non-Durables,Consumer Electronics/Appliances,NYSE
ARLP,"Alliance Resource Partners, L.P.",Energy,Coal Mining,NASDAQ
ARMK,Aramark,Consumer Services,Restaurants,NYSE
ARMP,"Armata Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),AMEX
ARNA,"Arena Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
ARNC,Arconic Inc.,Capital Goods,Metal Fabrications,NYSE
AROC,"Archrock, Inc.",Public Utilities,Natural Gas Distribution,NYSE
AROW,Arrow Financial Corporation,Finance,Major Banks,NASDAQ
ARPO,"Aerpio Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
ARQL,"ArQule, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
ARR,"ARMOUR Residential REIT, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
ARRY,Array BioPharma Inc.,Health Care,Major Pharmaceuticals,NASDAQ
ARTNA,Artesian Resources Corporation,Public Utilities,Water Supply,NASDAQ
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",Capital Goods,Industrial Machinery/Components,NASDAQ
ARTX,Arotech Corporation,Miscellaneous,Industrial Machinery/Components,NASDAQ
ARVN,"Arvinas, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
ARW,"Arrow Electronics, Inc.",Technology,Electronic Components,NYSE
ARWR,"Arrowhead Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
ARYA,ARYA Sciences Acquisition Corp.,Finance,Business Services,NASDAQ
ARYAU,ARYA Sciences Acquisition Corp.,Finance,Business Services,NASDAQ
ARYAW,ARYA Sciences Acquisition Corp.,Finance,Business Services,NASDAQ
ASB,Associated Banc-Corp,Finance,Major Banks,NYSE
ASC,Ardmore Shipping Corporation,Transportation,Marine Transportation,NYSE
ASCMA,"Ascent Capital Group, Inc.",Consumer Services,Other Consumer Services,NASDAQ
ASFI,"Asta Funding, Inc.",Finance,Finance Companies,NASDAQ
ASGN,ASGN Incorporated,Technology,Professional Services,NYSE
ASH,Ashland Global Holdings Inc.,Consumer Durables,Specialty Chemicals,NYSE
ASIX,AdvanSix Inc.,Basic Industries,Major Chemicals,NYSE
ASLN,ASLAN Pharmaceuticals Limited,Health Care,Major Pharmaceuticals,NASDAQ
ASM,Avino Silver,Basic Industries,Precious Metals,AMEX
ASMB,"Assembly Biosciences, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
ASML,ASML Holding N.V.,Technology,Industrial Machinery/Components,NASDAQ
ASNA,"Ascena Retail Group, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,NASDAQ
ASND,Ascendis Pharma A/S,Health Care,Major Pharmaceuticals,NASDAQ
ASPN,"Aspen Aerogels, Inc.",Consumer Services,RETAIL: Building Materials,NYSE
ASPS,Altisource Portfolio Solutions S.A.,Consumer Services,Other Consumer Services,NASDAQ
ASPU,Aspen Group Inc.,Consumer Services,Other Consumer Services,NASDAQ
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V.",Transportation,Aerospace,NYSE
ASRT,"Assertio Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
ASRV,AmeriServ Financial Inc.,Finance,Major Banks,NASDAQ
ASRVP,AmeriServ Financial Inc.,Finance,Major Banks,NASDAQ
ASTC,Astrotech Corporation,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
ASTE,"Astec Industries, Inc.",Capital Goods,ConstructioNaNg Equipment/Trucks,NASDAQ
ASUR,Asure Software Inc,Technology,EDP Services,NASDAQ
ASV,"ASV Holdings, Inc.",Capital Goods,ConstructioNaNg Equipment/Trucks,NASDAQ
ASX,"ASE Technology Holding Co., Ltd.",Technology,Semiconductors,NYSE
ASYS,"Amtech Systems, Inc.",Technology,Industrial Machinery/Components,NASDAQ
AT,Atlantic Power Corporation,Energy,Electric Utilities: Central,NYSE
ATAI,ATA Inc.,Consumer Services,Other Consumer Services,NASDAQ
ATAX,"America First Multifamily Investors, L.P.",Finance,Finance: Consumer Services,NASDAQ
ATEC,"Alphatec Holdings, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
ATEN,"A10 Networks, Inc.",Technology,Computer Communications Equipment,NYSE
ATGE,Adtalem Global Education Inc.,Consumer Services,Other Consumer Services,NYSE
ATH,Athene Holding Ltd.,Finance,Life Insurance,NYSE
ATHE,Alterity Therapeutics Limited,Health Care,Major Pharmaceuticals,NASDAQ
ATHM,Autohome Inc.,Technology,EDP Services,NYSE
ATHX,"Athersys, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
ATI,Allegheny Technologies Incorporated,Basic Industries,Steel/Iron Ore,NYSE
ATIF,ATIF Holdings Limited,Consumer Services,Professional Services,NASDAQ
ATIS,Attis Industries Inc.,Basic Industries,Miscellaneous,NASDAQ
ATISW,Attis Industries Inc.,Basic Industries,Miscellaneous,NASDAQ
ATKR,Atkore International Group Inc.,Miscellaneous,Industrial Machinery/Components,NYSE
ATLC,Atlanticus Holdings Corporation,Finance,Finance: Consumer Services,NASDAQ
ATLO,Ames National Corporation,Finance,Major Banks,NASDAQ
